trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.999}",30,0,-107.05309246953024,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
2,False,"{'a': 0.75, 'e': 0.998001}",25,0,-123.00881863261141,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
3,False,"{'a': 0.75, 'e': 0.997002999}",35,0,-173.2823158602763,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
4,False,"{'a': 0.75, 'e': 0.996005996001}",20,0,-125.8051807995546,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
5,False,"{'a': 0.75, 'e': 0.995009990004999}",25,0,-101.87668710449756,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
6,False,"{'a': 0.75, 'e': 0.994014980014994}",25,0,-153.70109269583892,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
7,False,"{'a': 0.75, 'e': 0.993020965034979}",20,0,-24.50324016380006,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.75, 'e': 0.992027944069944}",20,0,-93.33396745442603,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
9,False,"{'a': 0.75, 'e': 0.991035916125874}",35,0,-137.7323662749617,"{0: 19, 1: 9, 2: 5, 3: 1, 4: 1}",0
10,False,"{'a': 0.75, 'e': 0.9900448802097482}",20,0,-95.16957953433699,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
11,False,"{'a': 0.75, 'e': 0.9890548353295384}",25,0,-66.41531449469011,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
12,False,"{'a': 0.75, 'e': 0.9880657804942089}",20,0,-81.47902257968468,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
13,False,"{'a': 0.75, 'e': 0.9870777147137147}",30,0,-158.35998062906177,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
14,False,"{'a': 0.75, 'e': 0.986090636999001}",20,0,-242.6080671354546,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 5}",0
15,False,"{'a': 0.75, 'e': 0.985104546362002}",20,0,-34.92369230884441,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
16,False,"{'a': 0.75, 'e': 0.9841194418156399}",20,0,-114.28443122127229,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
17,False,"{'a': 0.75, 'e': 0.9831353223738244}",30,0,-245.971236877718,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
18,False,"{'a': 0.75, 'e': 0.9821521870514505}",30,0,-198.3965465829542,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
19,False,"{'a': 0.75, 'e': 0.981170034864399}",20,0,-107.10745475633342,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
20,False,"{'a': 0.75, 'e': 0.9801888648295347}",20,0,-229.1290764439806,"{0: 9, 1: 1, 2: 3, 3: 4, 4: 3}",0
21,False,"{'a': 0.75, 'e': 0.9792086759647052}",20,0,-67.70803352387587,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
22,False,"{'a': 0.75, 'e': 0.9782294672887404}",35,0,-177.76803424815802,"{0: 20, 1: 4, 2: 8, 3: 1, 4: 2}",0
23,False,"{'a': 0.75, 'e': 0.9772512378214517}",25,0,-97.89375045410762,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
24,False,"{'a': 0.75, 'e': 0.9762739865836302}",30,0,-163.65218197076305,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
25,False,"{'a': 0.75, 'e': 0.9752977125970466}",20,0,-47.220147685356814,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
26,False,"{'a': 0.75, 'e': 0.9743224148844496}",20,1,-63.58525078855659,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 0}",1
27,False,"{'a': 0.75, 'e': 0.9733480924695651}",25,0,-167.94670529845186,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
28,False,"{'a': 0.75, 'e': 0.9723747443770956}",20,0,-80.89482577035166,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
29,False,"{'a': 0.75, 'e': 0.9714023696327184}",30,0,-353.31734518645305,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 6}",1
30,False,"{'a': 0.75, 'e': 0.9704309672630858}",25,0,-64.94465479967474,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
31,False,"{'a': 0.75, 'e': 0.9694605362958226}",20,0,-226.65479086843996,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 4}",0
32,False,"{'a': 0.75, 'e': 0.9684910757595269}",25,0,-97.68782823685332,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
33,False,"{'a': 0.75, 'e': 0.9675225846837673}",20,0,-153.04570062913183,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
34,False,"{'a': 0.75, 'e': 0.9665550620990835}",25,0,-36.32947114471084,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
35,False,"{'a': 0.75, 'e': 0.9655885070369844}",20,0,-111.08782198924371,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
36,False,"{'a': 0.75, 'e': 0.9646229185299474}",20,0,-68.693402009518,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.75, 'e': 0.9636582956114175}",30,0,-186.58550265133672,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
38,False,"{'a': 0.75, 'e': 0.9626946373158061}",30,0,-219.38839458758994,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
39,False,"{'a': 0.75, 'e': 0.9617319426784903}",20,13,-41.75167594908377,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.75, 'e': 0.9607702107358118}",25,0,-111.81472059161865,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
41,False,"{'a': 0.75, 'e': 0.959809440525076}",20,0,-66.38030672927472,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
42,False,"{'a': 0.75, 'e': 0.9588496310845509}",25,0,-55.14509499530273,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
43,False,"{'a': 0.75, 'e': 0.9578907814534663}",20,0,-51.21595271261319,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.75, 'e': 0.9569328906720128}",20,0,-111.00426128643814,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.75, 'e': 0.9559759577813408}",30,0,-194.3228823627131,"{0: 12, 1: 7, 2: 8, 3: 1, 4: 2}",0
46,False,"{'a': 0.75, 'e': 0.9550199818235595}",20,0,-98.8737715194308,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.75, 'e': 0.954064961841736}",25,0,-119.46716925122024,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.75, 'e': 0.9531108968798943}",30,1,-75.62779614134072,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 1}",1
49,False,"{'a': 0.75, 'e': 0.9521577859830144}",25,9,-110.63439040323185,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 2}",1
50,False,"{'a': 0.75, 'e': 0.9512056281970314}",20,0,-68.01119596895437,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.75, 'e': 0.9502544225688343}",25,0,-139.61813765723372,"{0: 11, 1: 7, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.75, 'e': 0.9493041681462654}",25,0,-154.1822528238093,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
53,False,"{'a': 0.75, 'e': 0.9483548639781192}",35,0,-181.18273769856512,"{0: 18, 1: 4, 2: 10, 3: 2, 4: 1}",0
54,False,"{'a': 0.75, 'e': 0.947406509114141}",20,1,-168.06670304989075,"{0: 7, 1: 4, 2: 4, 3: 2, 4: 2}",1
55,False,"{'a': 0.75, 'e': 0.9464591026050269}",20,0,-95.61167081211089,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
56,False,"{'a': 0.75, 'e': 0.9455126435024219}",25,8,-98.34415943047475,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
57,False,"{'a': 0.75, 'e': 0.9445671308589194}",25,0,-123.03307118226292,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
58,False,"{'a': 0.75, 'e': 0.9436225637280605}",20,0,-93.66590320465866,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
59,False,"{'a': 0.75, 'e': 0.9426789411643325}",25,0,-138.37057993469156,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
60,False,"{'a': 0.75, 'e': 0.9417362622231682}",25,0,-205.8769495425956,"{0: 13, 1: 5, 2: 3, 3: 0, 4: 4}",0
61,False,"{'a': 0.75, 'e': 0.9407945259609449}",20,6,-57.06307802944072,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
62,False,"{'a': 0.75, 'e': 0.9398537314349841}",25,0,-83.02894258196358,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
63,False,"{'a': 0.75, 'e': 0.9389138777035491}",25,0,-156.64315670355177,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
64,False,"{'a': 0.75, 'e': 0.9379749638258456}",20,0,-48.268144576770496,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
65,False,"{'a': 0.75, 'e': 0.9370369888620197}",20,0,-60.0755355021042,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
66,False,"{'a': 0.75, 'e': 0.9360999518731576}",25,0,-50.07480742137837,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
67,False,"{'a': 0.75, 'e': 0.9351638519212845}",20,0,-184.46924276944526,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
68,False,"{'a': 0.75, 'e': 0.9342286880693632}",30,0,-105.24949297417578,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
69,False,"{'a': 0.75, 'e': 0.9332944593812939}",25,0,-45.26839279664169,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
70,False,"{'a': 0.75, 'e': 0.9323611649219126}",20,0,-55.692361029024035,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
71,False,"{'a': 0.75, 'e': 0.9314288037569907}",20,0,-77.07895131220718,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
72,False,"{'a': 0.75, 'e': 0.9304973749532336}",25,0,-57.98693963109193,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
73,False,"{'a': 0.75, 'e': 0.9295668775782804}",25,0,-104.3790463354813,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
74,False,"{'a': 0.75, 'e': 0.9286373107007021}",25,14,-13.115084216021778,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.75, 'e': 0.9277086733900014}",20,0,-25.509355165607307,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
76,False,"{'a': 0.75, 'e': 0.9267809647166114}",20,0,-74.7336015330257,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
77,False,"{'a': 0.75, 'e': 0.9258541837518948}",20,2,-110.35146630473076,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 1}",1
78,False,"{'a': 0.75, 'e': 0.9249283295681429}",20,0,-49.51787448560532,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
79,False,"{'a': 0.75, 'e': 0.9240034012385747}",25,0,-103.33057142077911,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
80,False,"{'a': 0.75, 'e': 0.9230793978373362}",20,0,-30.34467257576668,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
81,False,"{'a': 0.75, 'e': 0.9221563184394989}",25,0,-173.36169674896016,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
82,False,"{'a': 0.75, 'e': 0.9212341621210594}",30,6,-38.37622756403937,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.75, 'e': 0.9203129279589383}",25,0,-170.7703823671769,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
84,False,"{'a': 0.75, 'e': 0.9193926150309794}",25,0,-56.34340417492749,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
85,False,"{'a': 0.75, 'e': 0.9184732224159483}",25,0,-147.82024575998994,"{0: 11, 1: 4, 2: 8, 3: 1, 4: 1}",0
86,False,"{'a': 0.75, 'e': 0.9175547491935324}",25,0,-155.20513174668292,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
87,False,"{'a': 0.75, 'e': 0.9166371944443389}",25,0,-104.40047056706155,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
88,False,"{'a': 0.75, 'e': 0.9157205572498945}",30,0,-84.2621406907101,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
89,False,"{'a': 0.75, 'e': 0.9148048366926447}",20,0,-73.26708837070535,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.75, 'e': 0.913890031855952}",30,0,-145.07112813341027,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
91,False,"{'a': 0.75, 'e': 0.912976141824096}",25,0,-75.95657156979772,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
92,False,"{'a': 0.75, 'e': 0.912063165682272}",30,0,-53.042622953274815,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
93,False,"{'a': 0.75, 'e': 0.9111511025165897}",25,0,-151.06719067735352,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",1
94,False,"{'a': 0.75, 'e': 0.9102399514140731}",20,0,-91.30547061755249,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
95,False,"{'a': 0.75, 'e': 0.9093297114626591}",20,0,-65.21599507295831,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
96,False,"{'a': 0.75, 'e': 0.9084203817511963}",25,0,-148.7466729362417,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
97,False,"{'a': 0.75, 'e': 0.9075119613694451}",30,0,-98.82731088182544,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
98,False,"{'a': 0.75, 'e': 0.9066044494080757}",20,11,-2.8802236118112536,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.75, 'e': 0.9056978449586677}",20,0,-56.31684874234672,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
100,False,"{'a': 0.75, 'e': 0.9047921471137089}",25,0,-123.40845923165249,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
101,False,"{'a': 0.75, 'e': 0.9038873549665952}",20,2,-92.92991362163419,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
102,False,"{'a': 0.75, 'e': 0.9029834676116286}",25,0,-242.22705641714865,"{0: 5, 1: 7, 2: 9, 3: 2, 4: 2}",0
103,False,"{'a': 0.75, 'e': 0.902080484144017}",20,0,-97.77947071245629,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
104,False,"{'a': 0.75, 'e': 0.901178403659873}",35,15,-86.86941530927783,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",1
105,False,"{'a': 0.75, 'e': 0.9002772252562131}",25,0,-14.173481741747402,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
106,False,"{'a': 0.75, 'e': 0.8993769480309569}",30,0,-144.63375870444818,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
107,False,"{'a': 0.75, 'e': 0.8984775710829259}",20,0,-133.26840648074585,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
108,False,"{'a': 0.75, 'e': 0.8975790935118431}",20,0,-158.91537232309096,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
109,False,"{'a': 0.75, 'e': 0.8966815144183312}",30,0,-92.95555833981281,"{0: 24, 1: 3, 2: 0, 3: 1, 4: 2}",0
110,False,"{'a': 0.75, 'e': 0.8957848329039129}",30,0,-83.11552886483695,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
111,False,"{'a': 0.75, 'e': 0.894889048071009}",20,0,-44.155149200461594,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
112,False,"{'a': 0.75, 'e': 0.8939941590229379}",25,0,-72.77880876485527,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
113,False,"{'a': 0.75, 'e': 0.893100164863915}",25,0,-55.63584268821512,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
114,False,"{'a': 0.75, 'e': 0.8922070646990511}",20,0,-184.73696376803608,"{0: 7, 1: 2, 2: 8, 3: 1, 4: 2}",0
115,False,"{'a': 0.75, 'e': 0.891314857634352}",20,0,-75.274046855101,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.75, 'e': 0.8904235427767176}",30,0,-127.71965330104503,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
117,False,"{'a': 0.75, 'e': 0.889533119233941}",25,0,-53.15888940675892,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
118,False,"{'a': 0.75, 'e': 0.8886435861147071}",25,0,-125.32272727248181,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
119,False,"{'a': 0.75, 'e': 0.8877549425285923}",20,0,-38.854592401277465,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
120,False,"{'a': 0.75, 'e': 0.8868671875860638}",25,0,-201.0435494247103,"{0: 12, 1: 5, 2: 3, 3: 2, 4: 3}",0
121,False,"{'a': 0.75, 'e': 0.8859803203984776}",20,0,-57.993037675848456,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
122,False,"{'a': 0.75, 'e': 0.8850943400780792}",30,8,-122.35832302909701,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 1}",1
123,False,"{'a': 0.75, 'e': 0.8842092457380011}",20,0,-48.55989595794766,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
124,False,"{'a': 0.75, 'e': 0.8833250364922631}",20,0,-94.06932152649627,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
125,False,"{'a': 0.75, 'e': 0.8824417114557709}",25,0,-96.91081294253839,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
126,False,"{'a': 0.75, 'e': 0.8815592697443151}",35,0,-180.96521328370667,"{0: 22, 1: 1, 2: 8, 3: 2, 4: 2}",0
127,False,"{'a': 0.75, 'e': 0.8806777104745708}",25,0,-182.36296305396803,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
128,False,"{'a': 0.75, 'e': 0.8797970327640962}",20,0,-132.18916939717707,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
129,False,"{'a': 0.75, 'e': 0.8789172357313321}",25,15,-18.65063856493421,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
130,False,"{'a': 0.75, 'e': 0.8780383184956008}",35,0,-195.48729438034508,"{0: 21, 1: 4, 2: 6, 3: 1, 4: 3}",0
131,False,"{'a': 0.75, 'e': 0.8771602801771051}",30,17,-52.94509389949452,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
132,False,"{'a': 0.75, 'e': 0.876283119896928}",30,0,-119.42347811174125,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
133,False,"{'a': 0.75, 'e': 0.8754068367770311}",25,10,-30.706111726443396,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
134,False,"{'a': 0.75, 'e': 0.8745314299402541}",20,0,-78.35670774587486,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
135,False,"{'a': 0.75, 'e': 0.8736568985103138}",20,0,-102.77611718004638,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
136,False,"{'a': 0.75, 'e': 0.8727832416118035}",20,0,-82.9455505293668,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
137,False,"{'a': 0.75, 'e': 0.8719104583701917}",35,0,-177.8015141348402,"{0: 23, 1: 2, 2: 5, 3: 3, 4: 2}",1
138,False,"{'a': 0.75, 'e': 0.8710385479118216}",20,0,-53.69682800452461,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
139,False,"{'a': 0.75, 'e': 0.8701675093639096}",25,0,-84.99042602619528,"{0: 12, 1: 9, 2: 3, 3: 1, 4: 0}",0
140,False,"{'a': 0.75, 'e': 0.8692973418545458}",20,0,-44.859035474710865,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.75, 'e': 0.8684280445126912}",30,0,-280.3286646133886,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 6}",0
142,False,"{'a': 0.75, 'e': 0.8675596164681786}",20,0,-1.3205475687135602,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
143,False,"{'a': 0.75, 'e': 0.8666920568517104}",25,7,-71.32107739034133,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
144,False,"{'a': 0.75, 'e': 0.8658253647948586}",25,0,-126.65392759324743,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
145,False,"{'a': 0.75, 'e': 0.8649595394300638}",20,0,-52.64779336933986,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
146,False,"{'a': 0.75, 'e': 0.8640945798906338}",25,0,-73.57957412371016,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
147,False,"{'a': 0.75, 'e': 0.8632304853107431}",30,0,-139.87858298897248,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
148,False,"{'a': 0.75, 'e': 0.8623672548254323}",20,0,-68.40357083102714,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
149,False,"{'a': 0.75, 'e': 0.861504887570607}",20,0,-69.19481884306693,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
150,False,"{'a': 0.75, 'e': 0.8606433826830363}",30,0,-106.35052642050294,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
151,False,"{'a': 0.75, 'e': 0.8597827393003532}",20,0,-94.00219884700421,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
152,False,"{'a': 0.75, 'e': 0.8589229565610529}",20,0,-80.2027762147554,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
153,False,"{'a': 0.75, 'e': 0.8580640336044919}",25,0,-137.0268945121119,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
154,False,"{'a': 0.75, 'e': 0.8572059695708873}",20,0,-31.26801131813228,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
155,False,"{'a': 0.75, 'e': 0.8563487636013165}",20,14,-2.1276953023897267,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.75, 'e': 0.8554924148377152}",20,0,-63.85611986385679,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
157,False,"{'a': 0.75, 'e': 0.8546369224228775}",25,12,-5.9708603423793365,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.75, 'e': 0.8537822855004545}",30,0,-98.11284870443265,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
159,False,"{'a': 0.75, 'e': 0.8529285032149541}",20,1,-73.97863560273295,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 0}",1
160,False,"{'a': 0.75, 'e': 0.8520755747117391}",25,0,-167.77397224750288,"{0: 10, 1: 5, 2: 7, 3: 2, 4: 1}",0
161,False,"{'a': 0.75, 'e': 0.8512234991370274}",25,0,-91.89361333979183,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
162,False,"{'a': 0.75, 'e': 0.8503722756378904}",25,0,-49.4001497653607,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
163,False,"{'a': 0.75, 'e': 0.8495219033622525}",25,6,-20.346755382445178,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
164,False,"{'a': 0.75, 'e': 0.8486723814588902}",25,2,-32.755588823723066,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.75, 'e': 0.8478237090774313}",20,10,-86.97733141387643,"{0: 4, 1: 1, 2: 3, 3: 1, 4: 1}",1
166,False,"{'a': 0.75, 'e': 0.8469758853683539}",20,3,-114.80743220919416,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 2}",1
167,False,"{'a': 0.75, 'e': 0.8461289094829856}",25,6,-50.615864320216225,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 1}",1
168,False,"{'a': 0.75, 'e': 0.8452827805735026}",20,0,-91.90541715414548,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
169,False,"{'a': 0.75, 'e': 0.8444374977929291}",20,0,-122.91485681987403,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
170,False,"{'a': 0.75, 'e': 0.8435930602951361}",20,0,-31.07625463022772,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
171,False,"{'a': 0.75, 'e': 0.842749467234841}",30,0,-188.04914519188435,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
172,False,"{'a': 0.75, 'e': 0.8419067177676062}",20,0,-107.07198090069843,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.75, 'e': 0.8410648110498385}",20,0,-119.63042568432103,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
174,False,"{'a': 0.75, 'e': 0.8402237462387887}",20,0,-166.91262712330374,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
175,False,"{'a': 0.75, 'e': 0.83938352249255}",20,2,-176.7475856143581,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 3}",1
176,False,"{'a': 0.75, 'e': 0.8385441389700574}",20,10,-5.549123114081459,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.75, 'e': 0.8377055948310873}",25,0,-105.40265376194228,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
178,False,"{'a': 0.75, 'e': 0.8368678892362562}",30,0,-68.68636389036959,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
179,False,"{'a': 0.75, 'e': 0.83603102134702}",20,2,-57.33311522113248,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.75, 'e': 0.8351949903256729}",20,0,-100.30152523863745,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
181,False,"{'a': 0.75, 'e': 0.8343597953353473}",20,2,-154.4269001499934,"{0: 7, 1: 4, 2: 4, 3: 1, 4: 2}",1
182,False,"{'a': 0.75, 'e': 0.8335254355400119}",20,0,-70.95795803886432,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
183,False,"{'a': 0.75, 'e': 0.832691910104472}",25,0,-202.84804744670214,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
184,False,"{'a': 0.75, 'e': 0.8318592181943675}",30,0,-166.312957546924,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
