trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
957,False,"{'a': 0.75, 'e': 0.3838594460769702}",20,14,11.19183786051232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.75, 'e': 0.3834755866308932}",30,23,13.632974257702758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.75, 'e': 0.38309211104426233}",25,8,17.04141022847368,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.75, 'e': 0.38270901893321807}",25,17,-13.708900722368675,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
961,False,"{'a': 0.75, 'e': 0.38232630991428485}",20,0,-70.70747743608557,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
962,False,"{'a': 0.75, 'e': 0.3819439836043706}",25,0,-22.66144173487745,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
963,False,"{'a': 0.75, 'e': 0.38156203962076624}",30,0,-9.010312635455424,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
964,False,"{'a': 0.75, 'e': 0.3811804775811454}",20,0,-8.047340355923183,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
965,False,"{'a': 0.75, 'e': 0.3807992971035643}",25,11,-35.95551877761329,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
966,False,"{'a': 0.75, 'e': 0.38041849780646075}",25,0,-0.044981766557252056,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
967,False,"{'a': 0.75, 'e': 0.3800380793086543}",25,0,-55.49743107803485,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
968,False,"{'a': 0.75, 'e': 0.3796580412293456}",20,0,-13.965496969091305,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
969,False,"{'a': 0.75, 'e': 0.3792783831881163}",20,0,-87.75037636214664,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
970,False,"{'a': 0.75, 'e': 0.37889910480492817}",20,6,-0.22648223457050376,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.75, 'e': 0.37852020570012324}",25,3,-10.899622315989468,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
972,False,"{'a': 0.75, 'e': 0.3781416854944231}",20,0,-36.39317549118359,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
973,False,"{'a': 0.75, 'e': 0.3777635438089287}",20,8,-9.425719492113451,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
974,False,"{'a': 0.75, 'e': 0.37738578026511976}",20,0,-66.49543954431712,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
975,False,"{'a': 0.75, 'e': 0.3770083944848546}",25,11,-38.64637718849655,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
976,False,"{'a': 0.75, 'e': 0.3766313860903698}",20,0,13.994400681348353,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
977,False,"{'a': 0.75, 'e': 0.3762547547042794}",20,5,-8.014333138264897,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
978,False,"{'a': 0.75, 'e': 0.3758784999495751}",20,0,-80.87761590680371,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
979,False,"{'a': 0.75, 'e': 0.37550262144962554}",25,7,-109.86038442269363,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 2}",1
980,False,"{'a': 0.75, 'e': 0.3751271188281759}",20,0,-18.966097092660608,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
981,False,"{'a': 0.75, 'e': 0.37475199170934775}",20,16,7.458068642512524,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.75, 'e': 0.3743772397176384}",30,0,-23.20881044829,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
983,False,"{'a': 0.75, 'e': 0.37400286247792075}",25,10,-32.2939041818688,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
984,False,"{'a': 0.75, 'e': 0.37362885961544284}",25,14,-1.8927035787292241,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.75, 'e': 0.3732552307558274}",20,0,0.13966478085581158,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
986,False,"{'a': 0.75, 'e': 0.3728819755250716}",30,0,14.920395299428074,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
987,False,"{'a': 0.75, 'e': 0.3725090935495465}",25,4,-17.866577683217155,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
988,False,"{'a': 0.75, 'e': 0.37213658445599695}",25,0,-7.180537128223865,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
989,False,"{'a': 0.75, 'e': 0.37176444787154095}",20,0,-67.30866090373522,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
990,False,"{'a': 0.75, 'e': 0.3713926834236694}",30,0,-101.86008399715206,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
991,False,"{'a': 0.75, 'e': 0.37102129074024576}",20,0,-31.29952826860821,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
992,False,"{'a': 0.75, 'e': 0.3706502694495055}",25,12,-60.301900908177835,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
993,False,"{'a': 0.75, 'e': 0.370279619180056}",25,14,-13.89586907652451,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
994,False,"{'a': 0.75, 'e': 0.3699093395608759}",20,0,-29.737696846877306,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
995,False,"{'a': 0.75, 'e': 0.3695394302213151}",20,10,-30.097633737442727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
996,False,"{'a': 0.75, 'e': 0.36916989079109375}",20,3,-32.95203952296313,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
997,False,"{'a': 0.75, 'e': 0.36880072090030264}",20,4,11.900056186951996,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.75, 'e': 0.36843192017940235}",25,0,-19.608920878901873,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
999,False,"{'a': 0.75, 'e': 0.3680634882592229}",30,14,9.551396052452576,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.75, 'e': 0.36769542477096373}",20,0,13.008304271205146,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1001,False,"{'a': 0.75, 'e': 0.36732772934619273}",30,10,-0.578526264560199,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1002,False,"{'a': 0.75, 'e': 0.36696040161684657}",20,13,2.1597458566087493,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.75, 'e': 0.3665934412152297}",20,0,9.01554646249182,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1004,False,"{'a': 0.75, 'e': 0.3662268477740145}",25,3,-33.498022274886964,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
1005,False,"{'a': 0.75, 'e': 0.3658606209262405}",20,3,-10.248914551352506,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1006,False,"{'a': 0.75, 'e': 0.36549476030531425}",25,2,-65.98900581146964,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
1007,False,"{'a': 0.75, 'e': 0.3651292655450089}",20,0,6.224366472181272,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1008,False,"{'a': 0.75, 'e': 0.3647641362794639}",25,6,-4.471970676209594,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1009,False,"{'a': 0.75, 'e': 0.36439937214318446}",20,0,-29.474211024088206,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1010,False,"{'a': 0.75, 'e': 0.36403497277104124}",30,7,-60.77244167565976,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 0}",1
1011,False,"{'a': 0.75, 'e': 0.3636709377982702}",20,0,-49.07996594860351,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
1012,False,"{'a': 0.75, 'e': 0.36330726686047193}",25,12,7.105855364316586,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.75, 'e': 0.3629439595936115}",30,15,3.88780872510193,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1014,False,"{'a': 0.75, 'e': 0.36258101563401784}",20,0,10.533862014795115,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1015,False,"{'a': 0.75, 'e': 0.3622184346183838}",20,11,13.249578301948109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.75, 'e': 0.36185621618376546}",20,5,-35.63605904659476,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1017,False,"{'a': 0.75, 'e': 0.36149435996758167}",25,8,-32.00670433088962,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1018,False,"{'a': 0.75, 'e': 0.3611328656076141}",25,5,-86.2447000086047,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
1019,False,"{'a': 0.75, 'e': 0.36077173274200647}",20,8,19.200271745648735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.75, 'e': 0.3604109610092645}",25,16,-4.503560656794377,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1021,False,"{'a': 0.75, 'e': 0.3600505500482552}",25,7,-67.08775872763209,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1022,False,"{'a': 0.75, 'e': 0.359690499498207}",25,0,14.134902815269886,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1023,False,"{'a': 0.75, 'e': 0.3593308089987088}",20,0,-58.21081719480253,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1024,False,"{'a': 0.75, 'e': 0.35897147818971004}",20,0,8.958734836916603,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1025,False,"{'a': 0.75, 'e': 0.35861250671152034}",30,4,23.515155094620813,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.75, 'e': 0.3582538942048088}",25,17,4.233343079935944,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.75, 'e': 0.357895640310604}",35,0,-107.72105000933753,"{0: 27, 1: 0, 2: 5, 3: 1, 4: 2}",0
1028,False,"{'a': 0.75, 'e': 0.3575377446702934}",20,13,-31.22317687857649,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1029,False,"{'a': 0.75, 'e': 0.35718020692562313}",30,19,19.85700386425146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.75, 'e': 0.3568230267186975}",20,3,-8.083493457967165,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1031,False,"{'a': 0.75, 'e': 0.3564662036919788}",20,0,-52.60041263093417,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1032,False,"{'a': 0.75, 'e': 0.35610973748828684}",20,12,6.531320024773531,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.75, 'e': 0.35575362775079855}",25,0,-11.963921433802245,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1034,False,"{'a': 0.75, 'e': 0.35539787412304774}",20,13,11.978686585236726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.75, 'e': 0.35504247624892465}",25,2,24.123481815615744,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.75, 'e': 0.35468743377267575}",25,8,-11.396918127189206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1037,False,"{'a': 0.75, 'e': 0.35433274633890305}",25,8,-17.585759357240494,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1038,False,"{'a': 0.75, 'e': 0.35397841359256416}",25,0,-1.9696411021967761,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1039,False,"{'a': 0.75, 'e': 0.35362443517897163}",20,0,-8.204409039143247,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1040,False,"{'a': 0.75, 'e': 0.35327081074379263}",20,0,-39.19329911224319,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1041,False,"{'a': 0.75, 'e': 0.35291753993304886}",25,7,-6.5446425908275,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1042,False,"{'a': 0.75, 'e': 0.3525646223931158}",20,12,-3.766571789559256,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.75, 'e': 0.3522120577707227}",25,0,-46.01634574708268,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1044,False,"{'a': 0.75, 'e': 0.351859845712952}",20,6,-48.440101442460005,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
1045,False,"{'a': 0.75, 'e': 0.351507985867239}",25,0,-10.10222900032766,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1046,False,"{'a': 0.75, 'e': 0.3511564778813718}",25,19,0.13876528591712023,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1047,False,"{'a': 0.75, 'e': 0.3508053214034904}",35,13,-37.04991698648576,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
1048,False,"{'a': 0.75, 'e': 0.3504545160820869}",25,8,-108.18592642013151,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
1049,False,"{'a': 0.75, 'e': 0.3501040615660048}",20,0,15.234876620579282,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1050,False,"{'a': 0.75, 'e': 0.34975395750443883}",20,0,-10.464446563848432,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1051,False,"{'a': 0.75, 'e': 0.34940420354693436}",20,0,10.472133399322468,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1052,False,"{'a': 0.75, 'e': 0.34905479934338746}",25,0,13.111935073620039,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1053,False,"{'a': 0.75, 'e': 0.348705744544044}",30,18,-33.10256947130482,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1054,False,"{'a': 0.75, 'e': 0.34835703879950003}",20,0,-29.087056945484036,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1055,False,"{'a': 0.75, 'e': 0.3480086817607005}",25,11,-21.9349756620842,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
1056,False,"{'a': 0.75, 'e': 0.3476606730789398}",20,3,-67.6254232270639,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
1057,False,"{'a': 0.75, 'e': 0.3473130124058609}",25,14,-21.68109858690698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1058,False,"{'a': 0.75, 'e': 0.346965699393455}",25,5,36.72686226626093,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.75, 'e': 0.34661873369406154}",20,0,0.695162036804329,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1060,False,"{'a': 0.75, 'e': 0.34627211496036747}",30,3,-22.29176988976929,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
1061,False,"{'a': 0.75, 'e': 0.3459258428454071}",20,8,-3.851948402376486,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1062,False,"{'a': 0.75, 'e': 0.34557991700256174}",25,0,-2.4468773724696504,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1063,False,"{'a': 0.75, 'e': 0.3452343370855591}",30,0,-38.483241047090566,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1064,False,"{'a': 0.75, 'e': 0.34488910274847356}",30,19,-31.154644287557023,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1065,False,"{'a': 0.75, 'e': 0.34454421364572513}",20,16,6.0730784003061595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.75, 'e': 0.34419966943207936}",30,8,-9.75158562063396,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1067,False,"{'a': 0.75, 'e': 0.3438554697626473}",20,5,-59.04063917765444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
1068,False,"{'a': 0.75, 'e': 0.3435116142928847}",25,4,-21.032172955736048,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
1069,False,"{'a': 0.75, 'e': 0.34316810267859177}",20,6,-3.496795465563782,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1070,False,"{'a': 0.75, 'e': 0.3428249345759132}",25,7,7.009944233468776,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1071,False,"{'a': 0.75, 'e': 0.3424821096413373}",30,7,-12.75477630779452,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
1072,False,"{'a': 0.75, 'e': 0.3421396275316959}",20,8,-16.240506322699844,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1073,False,"{'a': 0.75, 'e': 0.34179748790416425}",20,9,-7.114410363525907,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1074,False,"{'a': 0.75, 'e': 0.34145569041626006}",30,12,-15.374448494762833,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1075,False,"{'a': 0.75, 'e': 0.3411142347258438}",25,7,-9.228380665009206,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1076,False,"{'a': 0.75, 'e': 0.34077312049111796}",20,6,1.5765707428825828,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1077,False,"{'a': 0.75, 'e': 0.34043234737062683}",25,16,-8.472644669246964,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.75, 'e': 0.3400919150232562}",20,6,-36.20401554078487,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1079,False,"{'a': 0.75, 'e': 0.339751823108233}",25,11,-1.6902555327411957,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1080,False,"{'a': 0.75, 'e': 0.33941207128512474}",20,6,25.198756380693254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.75, 'e': 0.3390726592138396}",20,3,-10.662591235749913,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
1082,False,"{'a': 0.75, 'e': 0.33873358655462577}",30,3,14.584167959983532,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
1083,False,"{'a': 0.75, 'e': 0.33839485296807115}",20,0,-12.202914641406256,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1084,False,"{'a': 0.75, 'e': 0.3380564581151031}",30,7,8.84652525128515,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.75, 'e': 0.33771840165698797}",25,0,-41.80048820288779,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
1086,False,"{'a': 0.75, 'e': 0.337380683255331}",20,0,-13.550005071393304,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1087,False,"{'a': 0.75, 'e': 0.33704330257207565}",25,13,-57.86011571638113,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
1088,False,"{'a': 0.75, 'e': 0.3367062592695036}",20,0,-0.792280995304095,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1089,False,"{'a': 0.75, 'e': 0.3363695530102341}",20,2,-54.689635660760175,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
1090,False,"{'a': 0.75, 'e': 0.3360331834572238}",20,3,0.35192314354263643,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1091,False,"{'a': 0.75, 'e': 0.3356971502737666}",30,0,-7.485067066896518,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
1092,False,"{'a': 0.75, 'e': 0.33536145312349286}",30,4,-30.449995651069866,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 0}",1
1093,False,"{'a': 0.75, 'e': 0.33502609167036934}",20,0,-14.728892881472484,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1094,False,"{'a': 0.75, 'e': 0.334691065578699}",20,1,7.722197880707917,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.75, 'e': 0.3343563745131203}",30,19,-25.830337783917617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1096,False,"{'a': 0.75, 'e': 0.33402201813860716}",30,0,-98.07877203667583,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
1097,False,"{'a': 0.75, 'e': 0.33368799612046857}",25,6,-39.63124562049543,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1098,False,"{'a': 0.75, 'e': 0.3333543081243481}",20,13,-6.94139781786948,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.75, 'e': 0.33302095381622376}",35,12,-60.205899003720766,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 0}",1
1100,False,"{'a': 0.75, 'e': 0.3326879328624075}",20,2,0.9567429572148498,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1101,False,"{'a': 0.75, 'e': 0.3323552449295451}",25,11,18.098151277485254,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.75, 'e': 0.3320228896846156}",20,11,-39.48397130734708,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1103,False,"{'a': 0.75, 'e': 0.3316908667949309}",20,3,14.043764911063505,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.75, 'e': 0.331359175928136}",20,7,8.71824593083199,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.75, 'e': 0.3310278167522079}",20,0,-63.764474650686985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1106,False,"{'a': 0.75, 'e': 0.3306967889354557}",25,0,23.2140108039166,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1107,False,"{'a': 0.75, 'e': 0.3303660921465202}",30,0,-23.65809099571392,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
1108,False,"{'a': 0.75, 'e': 0.3300357260543737}",20,9,-20.519048881109885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1109,False,"{'a': 0.75, 'e': 0.3297056903283193}",30,18,-9.76784520000601,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.75, 'e': 0.329375984637991}",20,9,-33.488923432841496,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1111,False,"{'a': 0.75, 'e': 0.329046608653353}",20,0,-12.206920832026558,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1112,False,"{'a': 0.75, 'e': 0.32871756204469965}",20,0,-25.923057607030046,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
1113,False,"{'a': 0.75, 'e': 0.32838884448265493}",25,1,-55.04724325372934,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
1114,False,"{'a': 0.75, 'e': 0.3280604556381723}",30,23,0.5184960658383138,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.75, 'e': 0.3277323951825341}",30,0,-31.25691017922725,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
1116,False,"{'a': 0.75, 'e': 0.3274046627873516}",20,9,14.969894923590367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.75, 'e': 0.32707725812456423}",20,0,-40.74572477036281,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1118,False,"{'a': 0.75, 'e': 0.3267501808664397}",20,0,3.776887616976179,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1119,False,"{'a': 0.75, 'e': 0.3264234306855732}",20,0,0.507908197703872,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1120,False,"{'a': 0.75, 'e': 0.32609700725488766}",25,17,14.953776630580773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.75, 'e': 0.3257709102476328}",25,11,1.4054211995887194,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1122,False,"{'a': 0.75, 'e': 0.3254451393373851}",20,6,4.838780482893288,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.75, 'e': 0.32511969419804776}",25,3,21.090746548868864,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.75, 'e': 0.3247945745038497}",20,0,17.888109650589303,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1125,False,"{'a': 0.75, 'e': 0.32446977992934584}",30,16,-12.164807743921376,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1126,False,"{'a': 0.75, 'e': 0.3241453101494165}",25,0,9.049215342313778,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1127,False,"{'a': 0.75, 'e': 0.3238211648392671}",30,6,-2.0465462380540713,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
1128,False,"{'a': 0.75, 'e': 0.32349734367442784}",25,0,24.470162287997457,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1129,False,"{'a': 0.75, 'e': 0.3231738463307534}",30,17,12.354655718655007,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.75, 'e': 0.3228506724844226}",20,12,-4.429337739452945,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.75, 'e': 0.32252782181193823}",20,2,-18.038879010879974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1132,False,"{'a': 0.75, 'e': 0.32220529399012626}",25,7,-9.890435827286996,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1133,False,"{'a': 0.75, 'e': 0.32188308869613613}",20,7,-2.823547521562105,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1134,False,"{'a': 0.75, 'e': 0.32156120560744}",25,8,-45.62039466355387,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1135,False,"{'a': 0.75, 'e': 0.32123964440183256}",20,3,5.581384229273802,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1136,False,"{'a': 0.75, 'e': 0.3209184047574307}",25,13,17.45997860806599,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.75, 'e': 0.3205974863526733}",20,0,-2.752339627854239,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1138,False,"{'a': 0.75, 'e': 0.3202768888663206}",20,5,-14.962392887671868,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
